nctId,status,studyType,primaryPurpose
NCT04038294,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06371885,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03983291,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05314998,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06051474,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05564130,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04926155,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02625441,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04712565,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05911191,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03737721,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05028062,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04371783,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05986604,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05343806,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04823455,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04092270,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05590559,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06215963,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05712343,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06289998,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05690282,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01696513,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03916627,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06038058,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03593317,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03649958,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02084745,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06377020,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06227520,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05861596,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06352840,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02861417,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05894785,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06417346,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05631899,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06291220,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01950351,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05062369,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05554328,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01911104,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05903547,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05706207,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06064851,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06034327,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06068400,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06005012,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04992377,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05425602,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06051851,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02616666,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03572530,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05738148,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06174051,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02194751,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05832034,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05307874,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05974072,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05999318,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02630628,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02500381,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06279364,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05651594,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05633472,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05926986,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05346224,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01817751,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06257121,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05615454,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06234657,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04859049,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05870774,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06071936,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05633199,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04530630,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05970276,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03405870,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04806906,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06173037,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05828069,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04747717,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06424223,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04743102,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04293796,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03826524,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05131165,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04022239,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05839366,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05615090,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06331078,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02455622,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06462092,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04888221,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02734134,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01203722,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05869955,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03277430,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05697419,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05780814,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04967339,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06342960,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00107198,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05306301,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04459117,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05819853,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06361745,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03923270,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05114278,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05957367,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04314635,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04150068,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05949645,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05185531,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05975073,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05351827,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06380920,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05754528,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04511234,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06063005,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03525262,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02777580,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05498311,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05539430,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05632731,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02337829,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05697029,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06422403,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05256654,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05937243,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05692219,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05255744,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06228534,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05613972,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01064648,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05608499,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05068427,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05024552,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05252078,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04678791,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06128044,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05660356,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04677465,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03645824,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00508443,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05665413,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05828082,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03824483,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06410443,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05204927,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06047483,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05342077,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06342921,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05990543,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02765854,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05001269,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03803332,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05809310,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05791331,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05861258,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04070209,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06176235,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04626973,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05098171,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04828954,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05980598,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06386003,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06400017,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06423495,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05585229,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04829240,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05883462,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01891318,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04557618,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04455841,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06270173,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06251492,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04114825,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03913559,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06271473,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05673590,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05801900,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06422533,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05474989,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04793906,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06118788,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04139057,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05109728,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06380296,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05387681,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03519945,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03932383,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04646395,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06383247,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04918030,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06200194,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05245669,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04577313,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04931849,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05949307,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05830968,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06183476,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06421597,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05741008,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05081258,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05883774,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03831464,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03474497,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06315959,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06303219,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05432466,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02696265,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04229797,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06241274,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04738968,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06138574,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04734405,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05759806,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06082947,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00682318,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05584761,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02576496,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05263453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06140836,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04946019,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05778591,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05618613,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00936390,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05035706,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05850208,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06181175,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05522855,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03861702,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05638594,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03734198,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05951777,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03701659,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05522920,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05664282,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05498493,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06032065,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03830385,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04817241,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05918419,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05299333,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04339062,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05725382,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06249152,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05400109,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05404139,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05095727,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03068819,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01224886,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05959044,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03406247,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05484219,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06320366,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05531656,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06182761,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05801237,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04952753,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06219356,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02781883,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04540796,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05589402,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04278521,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02953717,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06244056,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05230251,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05950269,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05607407,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06160362,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05899140,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03007758,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06000072,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05289557,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06001320,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06404983,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04666740,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02890329,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06332105,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03283813,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05724797,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01844986,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02736656,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06373419,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04799964,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04923893,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05738187,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03001414,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01960933,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04113759,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05726643,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06348615,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05847179,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00999193,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04763642,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03507010,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05952986,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06300658,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06082466,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06203678,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04310020,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06128837,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06234371,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05484427,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03664687,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05299814,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05844930,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06333509,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05965752,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01297764,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06229392,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01406691,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05970146,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05639725,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04286516,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03399773,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05033470,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05464615,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04310176,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06381011,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05532150,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05695781,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05899530,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06190093,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05472337,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05562414,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05503797,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03896464,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06393127,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02330757,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04855253,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06233656,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05467735,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05490719,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06256796,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06082076,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00433511,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05508373,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06210789,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05440422,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06127004,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01042015,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05594472,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05660369,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05893979,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06081803,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04017936,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05357313,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04984668,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05251948,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05455840,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02860000,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05642299,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06119451,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06282003,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01104571,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06172192,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05652192,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06080698,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04418037,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01723202,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06018610,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03300947,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03028857,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04433156,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03643198,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05843890,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05767788,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05316311,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01081262,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05772104,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02235623,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05195840,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03745794,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04294264,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04078269,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04412200,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06292182,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06128785,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04432857,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06444269,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04924985,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06220929,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05593016,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05220332,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05639764,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03401840,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06077526,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
